DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,L_MEASURE:Measure,L_POSITION:Balance sheet position,L_INSTR:Type of instruments,L_DENOM:Currency denomination,L_CURR_TYPE:Currency type of reporting country,L_PARENT_CTY:Parent country,L_REP_BANK_TYPE:Type of reporting institutions,L_REP_CTY:Reporting country,L_CP_SECTOR:Counterparty sector,L_CP_COUNTRY:Counterparty country,L_POS_TYPE:Position type,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1983,F:Free,,A:Normal value,150.93
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1983,F:Free,,A:Normal value,-11.16
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1983,F:Free,,A:Normal value,-1.051
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1984,F:Free,,A:Normal value,-20.519
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1984,F:Free,,A:Normal value,29.485
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1984,F:Free,,A:Normal value,9.241
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1984,F:Free,,A:Normal value,-7.638
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1985,F:Free,,A:Normal value,36.353
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1985,F:Free,,A:Normal value,-33.661
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1985,F:Free,,A:Normal value,18.405
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1985,F:Free,,A:Normal value,40.618
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1986,F:Free,,A:Normal value,-45.562
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1986,F:Free,,A:Normal value,108.843
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1986,F:Free,,A:Normal value,72.602
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1986,F:Free,,A:Normal value,50.058
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1987,F:Free,,A:Normal value,-109.33
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1987,F:Free,,A:Normal value,-83.751
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1987,F:Free,,A:Normal value,28.981
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1987,F:Free,,A:Normal value,32.145
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1988,F:Free,,A:Normal value,470.918
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1988,F:Free,,A:Normal value,-288.27
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1988,F:Free,,A:Normal value,10.425
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1988,F:Free,,A:Normal value,-173.372
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1989,F:Free,,A:Normal value,366.335
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1989,F:Free,,A:Normal value,-5.33
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1989,F:Free,,A:Normal value,-181.466
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1989,F:Free,,A:Normal value,240.575
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1990,F:Free,,A:Normal value,53.98
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1990,F:Free,,A:Normal value,-365.926
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1990,F:Free,,A:Normal value,29.584
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1990,F:Free,,A:Normal value,584.349
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1991,F:Free,,A:Normal value,-570.665
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1991,F:Free,,A:Normal value,25.303
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1991,F:Free,,A:Normal value,129.869
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1991,F:Free,,A:Normal value,-22.886
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1992,F:Free,,A:Normal value,-231.381
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1992,F:Free,,A:Normal value,293.484
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1992,F:Free,,A:Normal value,-246.621
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1992,F:Free,,A:Normal value,113.308
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1993,F:Free,,A:Normal value,13.113
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1993,F:Free,,A:Normal value,33.538
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1993,F:Free,,A:Normal value,8.169
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1993,F:Free,,A:Normal value,34.44
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1994,F:Free,,A:Normal value,-3.055
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1994,F:Free,,A:Normal value,-36.719
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1994,F:Free,,A:Normal value,-19.74
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1994,F:Free,,A:Normal value,-29.852
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1995,F:Free,,A:Normal value,262.915
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1995,F:Free,,A:Normal value,-250.468
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1995,F:Free,,A:Normal value,401.539
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1995,F:Free,,A:Normal value,512.606
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1996,F:Free,,A:Normal value,430.293
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1996,F:Free,,A:Normal value,-320.078
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1996,F:Free,,A:Normal value,699.757
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1996,F:Free,,A:Normal value,-372.598
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,3/31/1997,F:Free,,A:Normal value,831.217
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,6/30/1997,F:Free,,A:Normal value,-38.784
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,9/30/1997,F:Free,,A:Normal value,429.414
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.A.LU.A.5A.I.5J.N,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),LU:Luxembourg,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,US dollar,Millions,12/31/1997,F:Free,,A:Normal value,-557.163
